year,km_driven,mileage,engine,max_power,torque,max_torque_rpm,name,fuel,seller_type,transmission,owner,seats,selling_price
2016,76000,26.59,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,550000
2016,90000,16.0,2179,140.0,330.0,2800.0,Mahindra,Diesel,Individual,Manual,First Owner,7,800000
2008,179150,11.57,2179,138.1,320.0,2700.0,Tata,Diesel,Individual,Manual,Second Owner,7,500000
2003,62000,16.1,796,37.0,59.0,2500.0,Maruti,Petrol,Individual,Manual,First Owner,4,42000
2019,35000,28.4,1248,74.02,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,694000
2016,120000,16.0,2179,140.0,330.0,2800.0,Mahindra,Diesel,Individual,Automatic,First Owner,7,861999
2017,50000,25.8,1498,98.6,200.0,1750.0,Honda,Diesel,Individual,Manual,First Owner,5,650000
2011,70000,19.3,1248,73.9,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,310000
2013,97000,22.9,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,360000
2012,84487,15.1,2179,140.0,330.0,2800.0,Mahindra,Diesel,Individual,Manual,Fourth & Above Owner,7,500000
2010,100000,12.8,2494,102.0,20.4,1400.0,Toyota,Diesel,Individual,Manual,Second Owner,7,475000
2007,60000,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,Third Owner,5,100000
2009,110000,15.0,1586,104.68,145.0,4100.0,Maruti,Petrol,Individual,Manual,Third Owner,5,200000
2010,146000,14.0,2498,112.0,260.0,2200.0,Mahindra,Diesel,Individual,Manual,Fourth & Above Owner,7,245000
2014,70000,23.4,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,450000
2017,51146,24.3,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,5,800000
2011,40000,21.1,1197,85.8,114.0,4000.0,Maruti,Petrol,Individual,Manual,First Owner,5,215000
2017,50000,24.3,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,5,760000
2015,80000,20.14,1498,88.8,230.0,2500.0,Volkswagen,Diesel,Individual,Manual,First Owner,5,416000
2011,120000,18.9,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,195000
2017,23000,24.7,796,47.3,69.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,325000
2010,70000,20.92,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,145000
2018,23000,28.4,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,675000
2016,30000,20.51,998,67.04,90.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,340000
2011,50000,19.0,1248,90.0,200.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,5,340000
2014,40000,16.8,796,34.2,59.0,2500.0,Maruti,Petrol,Individual,Manual,First Owner,5,260000
2007,60000,16.1,796,37.0,59.0,2500.0,Maruti,Petrol,Individual,Manual,Second Owner,4,75000
2011,80000,19.4,1405,70.0,135.4,2500.0,Tata,Diesel,Individual,Manual,First Owner,5,350000
2010,150000,21.12,1248,88.8,200.0,3000.0,Tata,Diesel,Individual,Manual,Third Owner,5,170000
2018,40000,19.0,1197,85.8,114.0,4000.0,Maruti,Petrol,Individual,Manual,First Owner,5,600000
2010,25000,16.8,1497,118.0,146.0,4800.0,Honda,Petrol,Individual,Automatic,First Owner,5,800000
2018,120000,17.0,2650,80.84,230.0,2000.0,Force,Diesel,Individual,Manual,Second Owner,7,850000
2014,120000,15.1,2179,140.0,330.0,2800.0,Mahindra,Diesel,Individual,Manual,Second Owner,7,980000
2012,270000,14.07,2956,68.4,223.0,2200.0,Tata,Diesel,Individual,Manual,Third Owner,7,340000
2018,50000,24.3,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Automatic,Second Owner,5,900000
2013,60000,20.77,1248,88.8,200.0,1750.0,Maruti,Diesel,Individual,Manual,Third Owner,7,600000
2008,149000,19.3,1248,73.9,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,270000
2019,5000,20.3,1086,68.0,99.0,4500.0,Hyundai,Petrol,Individual,Manual,First Owner,5,509999
2013,70000,19.4,1405,70.0,135.4,2500.0,Tata,Diesel,Individual,Manual,Second Owner,5,225000
2015,55000,20.36,1197,78.9,111.7,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,280000
2013,120000,15.96,2523,62.1,195.0,2200.0,Mahindra,Diesel,Individual,Manual,First Owner,9,440000
2014,291977,14.0,2179,138.1,320.0,2700.0,Tata,Diesel,Individual,Manual,First Owner,7,500000
2005,85000,11.1,2354,158.8,218.0,4200.0,Honda,Petrol,Individual,Manual,Third Owner,5,476999
2015,70000,17.19,1197,81.86,114.73,4000.0,Hyundai,Petrol,Individual,Manual,Third Owner,5,590000
2010,120000,13.1,2499,141.0,330.0,1800.0,Ford,Diesel,Individual,Manual,First Owner,7,500000
2015,40000,22.77,1498,98.59,205.0,3250.0,Ford,Diesel,Individual,Manual,First Owner,5,600000
2016,70000,15.4,1997,120.0,280.0,2800.0,Mahindra,Diesel,Individual,Manual,First Owner,7,750000
2017,39000,19.59,1995,187.74,380.0,2750.0,BMW,Diesel,Dealer,Automatic,First Owner,5,2950000
2019,10000,18.12,1995,190.0,400.0,2500.0,BMW,Diesel,Dealer,Automatic,First Owner,5,5200000
2019,36800,20.14,1498,88.0,230.0,2500.0,Volkswagen,Diesel,Dealer,Manual,First Owner,5,695000
2018,52200,26.59,1248,74.0,190.0,2000.0,Maruti,Diesel,Dealer,Manual,First Owner,5,690000
2016,78000,24.0,1186,73.97,190.24,2250.0,Hyundai,Diesel,Dealer,Manual,First Owner,5,409999
2020,16000,17.0,1956,167.67,350.0,2500.0,Tata,Diesel,Dealer,Manual,First Owner,5,1650000
2016,30000,15.73,1968,174.33,380.0,2500.0,Audi,Diesel,Dealer,Automatic,First Owner,5,2375000
2017,29000,24.0,1186,73.97,190.24,2250.0,Hyundai,Diesel,Dealer,Manual,Second Owner,5,525000
2019,25000,16.3,1956,170.63,350.0,2500.0,Jeep,Diesel,Dealer,Manual,First Owner,5,2150000
2013,60000,15.1,2179,140.0,330.0,2800.0,Mahindra,Diesel,Individual,Manual,Second Owner,7,540000
2017,60000,12.55,2982,168.5,360.0,3200.0,Toyota,Diesel,Dealer,Automatic,Second Owner,7,2750000
2016,112000,15.4,1997,120.0,280.0,2800.0,Mahindra,Diesel,Dealer,Manual,Second Owner,7,1000000
2018,15000,18.25,1968,187.74,400.0,3000.0,Audi,Diesel,Dealer,Automatic,First Owner,5,2900000
2018,36000,28.09,1248,88.5,200.0,1750.0,Maruti,Diesel,Dealer,Manual,First Owner,5,975000
2016,60000,21.79,998,67.05,90.0,3500.0,Maruti,Petrol,Dealer,Manual,First Owner,5,355000
2008,120000,11.1,2354,158.8,218.0,4200.0,Honda,Petrol,Individual,Manual,First Owner,5,400000
2018,40000,20.14,1498,88.0,230.0,2500.0,Volkswagen,Diesel,Dealer,Manual,First Owner,5,650000
2017,60000,28.09,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,5,720000
2016,25000,17.01,1591,121.3,154.9,4200.0,Hyundai,Petrol,Individual,Manual,First Owner,5,850000
2015,42000,23.95,998,67.05,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,290000
2016,90000,18.49,1493,100.0,230.0,2250.0,Mahindra,Diesel,Individual,Automatic,Second Owner,7,600000
2011,90000,21.1,1248,73.9,113.0,4500.0,Maruti,Diesel,Individual,Manual,Second Owner,5,300000
2012,110000,23.08,1461,63.12,160.0,2000.0,Renault,Diesel,Individual,Manual,Second Owner,5,225000
2009,70000,19.3,1248,73.9,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,240000
2014,80000,22.32,1582,126.32,259.8,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,700000
2016,80000,21.19,1396,88.73,219.66,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,800000
2012,90000,19.01,1461,108.45,248.0,2250.0,Renault,Diesel,Individual,Manual,First Owner,5,450000
2007,90000,17.2,1396,53.5,8.5,2500.0,Tata,Diesel,Individual,Manual,Third Owner,5,90000
2010,120000,21.43,1364,87.2,205.0,2800.0,Toyota,Diesel,Individual,Manual,Second Owner,5,450000
2012,107500,19.3,1248,81.86,153.0,2800.0,Toyota,Diesel,Individual,Manual,Second Owner,5,400000
2017,62000,11.36,2755,171.5,360.0,3400.0,Toyota,Diesel,Dealer,Automatic,First Owner,7,1465000
2016,79000,19.67,1582,126.2,259.9,2750.0,Hyundai,Diesel,Dealer,Manual,First Owner,5,925000
2015,20000,12.55,2982,168.5,343.0,3400.0,Toyota,Diesel,Individual,Manual,First Owner,7,2000000
2004,248200,16.1,1405,70.0,13.5,2500.0,Tata,Diesel,Individual,Manual,Second Owner,5,80000
2007,110000,10.5,2179,120.0,290.0,2800.0,Mahindra,Diesel,Individual,Manual,Second Owner,7,300000
2009,100000,19.3,1248,73.9,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,360000
2010,70000,16.2,1493,110.0,235.3596,2750.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,320000
1994,100000,12.8,1995,52.0,106.0,2200.0,Ambassador,Diesel,Individual,Manual,Second Owner,5,99000
2016,50000,24.52,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,Second Owner,7,780000
2013,139000,20.77,1248,88.76,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,7,620000
2006,120000,13.1,1781,149.5,21.4,1750.0,Skoda,Petrol,Individual,Manual,Third Owner,5,100000
2014,35000,16.7,1172,64.1,96.0,3000.0,Tata,Petrol,Individual,Manual,Second Owner,5,210000
2019,7720,20.0,999,71.0,96.0,3500.0,Renault,Petrol,Individual,Manual,First Owner,7,786000
2014,50000,15.1,2179,140.0,330.0,2800.0,Mahindra,Diesel,Individual,Manual,First Owner,7,1000000
2002,60000,20.8,1527,58.0,789.0,2250.0,Maruti,Diesel,Individual,Manual,Second Owner,5,120000
2016,100000,20.8,1461,64.1,160.0,2000.0,Mahindra,Diesel,Individual,Manual,First Owner,5,750000
2016,57882,18.6,1197,81.83,114.7,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,550000
2018,142000,14.1,2179,147.94,320.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,5,875000
2018,140000,14.1,2179,147.94,320.0,3000.0,Tata,Diesel,Individual,Manual,Third Owner,5,890000
2015,30000,15.96,2523,62.1,195.0,2200.0,Mahindra,Diesel,Individual,Manual,First Owner,7,550000
2018,10000,19.83,1198,67.0,104.0,4000.0,Datsun,Petrol,Individual,Manual,First Owner,5,400000
2015,30000,23.1,998,67.04,90.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,290000
2012,90000,19.09,1396,69.0,135.0,2500.0,Tata,Diesel,Individual,Manual,First Owner,5,150000
2015,35000,15.37,1196,73.0,101.0,3000.0,Maruti,Petrol,Individual,Manual,Second Owner,7,300000
2009,25000,19.3,1248,81.86,153.0,2800.0,Maruti,Petrol,Individual,Manual,First Owner,5,220000
2017,31100,22.7,799,53.64,72.0,4386.0,Datsun,Petrol,Dealer,Manual,First Owner,5,270000
2019,5000,20.3,1086,68.0,99.0,4500.0,Hyundai,Petrol,Individual,Manual,First Owner,5,500000
2013,50000,21.02,1248,88.8,200.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,5,250000
2018,8576,18.7,1199,88.7,110.0,4800.0,Honda,Petrol,Dealer,Manual,First Owner,5,680000
2013,80000,23.03,1396,69.0,140.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,5,220000
2009,242000,12.8,2494,102.0,20.4,1400.0,Toyota,Diesel,Individual,Manual,Fourth & Above Owner,7,650000
2018,22000,17.09,2993,261.4,620.0,2500.0,BMW,Diesel,Individual,Automatic,First Owner,4,5500000
2017,30000,28.4,1248,74.02,190.0,2000.0,Maruti,Diesel,Dealer,Automatic,First Owner,5,875000
2019,9000,18.6,1197,81.83,114.7,4000.0,Hyundai,Petrol,Dealer,Manual,First Owner,5,785000
2017,30000,17.5,1199,88.7,110.0,4800.0,Honda,Petrol,Dealer,Manual,First Owner,5,819999
2016,60000,21.76,1995,188.0,400.0,2500.0,BMW,Diesel,Dealer,Automatic,First Owner,5,2950000
2016,27000,13.68,2393,147.51,343.0,2800.0,Toyota,Diesel,Dealer,Manual,First Owner,7,1925000
2017,39000,25.5,1498,98.6,200.0,1750.0,Honda,Diesel,Dealer,Manual,First Owner,5,885000
2015,64000,16.05,1499,110.4,140.0,4400.0,Ford,Petrol,Dealer,Automatic,First Owner,5,680000
2017,42000,23.0,1498,98.96,205.0,3250.0,Ford,Diesel,Dealer,Manual,First Owner,5,960000
2012,45000,18.5,1198,86.8,109.0,4500.0,Honda,Petrol,Dealer,Manual,First Owner,5,385000
2019,15000,17.0,1956,167.67,350.0,2500.0,Tata,Diesel,Dealer,Manual,First Owner,5,1650000
2018,55000,18.49,1493,100.0,240.0,2800.0,Mahindra,Diesel,Dealer,Manual,First Owner,7,890000
2015,64000,11.4,2953,153.86,380.0,2500.0,Ford,Diesel,Dealer,Automatic,First Owner,7,1275000
2018,27000,17.09,2993,261.4,620.0,2500.0,BMW,Diesel,Dealer,Automatic,First Owner,4,6000000
2019,15000,20.28,1462,103.25,138.0,4400.0,Maruti,Petrol,Dealer,Automatic,First Owner,5,1025000
2016,69000,17.2,1197,103.6,175.0,4100.0,Volkswagen,Petrol,Dealer,Automatic,First Owner,5,675000
2017,80000,22.0,1197,81.8,113.0,4200.0,Maruti,Petrol,Dealer,Manual,First Owner,5,700000
2016,60000,22.77,1498,98.59,205.0,3250.0,Ford,Diesel,Dealer,Manual,First Owner,5,780000
2017,70000,22.32,1582,126.32,259.8,2750.0,Hyundai,Diesel,Dealer,Manual,First Owner,5,1050000
2015,105000,13.22,2967,241.4,580.0,3250.0,Audi,Diesel,Dealer,Automatic,Second Owner,5,2700000
2016,100000,22.95,1248,74.0,190.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,5,400000
2011,100000,15.96,2523,62.1,195.0,2200.0,Mahindra,Diesel,Individual,Manual,First Owner,9,400000
2018,35000,17.6,2179,153.86,400.0,2500.0,Tata,Diesel,Individual,Manual,First Owner,7,1300000
2018,11500,18.49,1493,100.0,240.0,2800.0,Mahindra,Diesel,Individual,Manual,First Owner,7,819999
2015,40000,18.49,1493,100.0,240.0,2800.0,Mahindra,Diesel,Individual,Automatic,First Owner,7,620000
2018,50000,23.01,999,67.0,91.0,4250.0,Renault,Petrol,Individual,Manual,First Owner,5,260000
2015,55380,18.9,1197,82.0,114.0,4000.0,Hyundai,Petrol,Dealer,Manual,First Owner,5,484999
2015,13500,14.74,2993,270.9,600.0,2000.0,Jaguar,Diesel,Dealer,Automatic,First Owner,5,2500000
2017,18816,17.0,1198,73.75,110.0,3750.0,Volkswagen,Petrol,Dealer,Manual,First Owner,5,650000
2016,42163,11.36,2755,171.5,360.0,3400.0,Toyota,Diesel,Dealer,Automatic,Second Owner,7,1525000
2013,70000,12.99,2494,100.0,200.0,3400.0,Toyota,Diesel,Individual,Manual,Second Owner,8,910000
2016,60000,17.88,1405,48.21,85.0,2500.0,Tata,Diesel,Individual,Manual,Second Owner,5,300000
2004,80000,17.3,993,60.0,78.0,4500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,120000
2015,45900,18.6,1197,81.83,114.7,4000.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,490000
2011,40000,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,First Owner,5,155000
2013,90000,12.05,2179,120.0,290.0,2800.0,Mahindra,Diesel,Individual,Manual,Second Owner,8,490000
2010,105000,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,First Owner,5,132000
2018,30000,22.54,1396,88.76,219.66,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,750000
2011,20000,18.9,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,225000
2011,80000,20.36,1197,78.9,111.8,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,240000
2010,80000,18.0,995,62.0,90.3,4200.0,Chevrolet,Petrol,Individual,Manual,Second Owner,5,80000
2004,120000,16.1,796,37.0,59.0,2500.0,Maruti,Petrol,Individual,Manual,First Owner,4,40000
2019,50000,21.9,1498,98.6,200.0,1750.0,Honda,Diesel,Individual,Manual,Second Owner,7,1100000
2016,80000,24.4,1120,71.0,180.4,2500.0,Hyundai,Diesel,Individual,Manual,Second Owner,5,380000
2011,120000,11.57,2179,138.1,320.0,2700.0,Tata,Diesel,Individual,Manual,Second Owner,7,300000
2011,70000,22.9,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,325000
2016,130000,25.32,1198,77.0,190.0,2250.0,Mahindra,Diesel,Individual,Manual,First Owner,6,400000
2017,50000,21.04,1461,83.8,200.0,1900.0,Renault,Diesel,Individual,Manual,First Owner,8,800000
2018,80000,23.0,1498,98.96,205.0,3250.0,Ford,Diesel,Individual,Manual,First Owner,5,950000
2017,59000,18.15,1198,82.0,115.0,3600.0,Mahindra,Petrol,Individual,Manual,First Owner,5,530000
2013,100000,18.2,1248,73.8,172.5,1750.0,Chevrolet,Diesel,Individual,Manual,Third Owner,7,350000
2008,50000,11.0,2359,165.0,23.6,4250.0,Hyundai,Petrol,Individual,Automatic,First Owner,5,168000
2016,45000,25.17,799,53.3,72.0,4386.0,Renault,Petrol,Individual,Manual,Second Owner,5,240000
2010,80000,19.3,1248,73.9,190.0,2000.0,Maruti,Diesel,Individual,Manual,Fourth & Above Owner,5,220000
2008,80000,18.9,1061,67.0,84.0,3500.0,Maruti,Petrol,Individual,Manual,Fourth & Above Owner,5,110000
2018,24000,13.68,2393,147.8,343.0,2800.0,Toyota,Diesel,Individual,Manual,First Owner,8,2064000
2018,25000,25.1,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,5,950000
2013,40000,25.8,1498,98.6,200.0,1750.0,Honda,Diesel,Individual,Manual,Second Owner,5,420000
2010,29000,16.5,1172,65.0,96.0,3000.0,Tata,Petrol,Individual,Manual,First Owner,5,150000
2018,15000,18.1,1199,88.7,110.0,4800.0,Honda,Petrol,Individual,Automatic,First Owner,5,750000
2015,126000,21.43,1364,87.2,205.0,2800.0,Toyota,Diesel,Individual,Manual,Third Owner,5,790000
2011,300000,12.8,2494,102.0,20.4,1400.0,Toyota,Diesel,Individual,Manual,Third Owner,7,830000
2015,129000,21.43,1364,87.2,205.0,2800.0,Toyota,Diesel,Individual,Manual,Third Owner,5,780000
2019,40000,23.0,1498,98.96,205.0,3250.0,Ford,Diesel,Individual,Manual,First Owner,5,869999
2011,50000,21.12,1248,88.8,200.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,5,275000
2017,25000,18.6,1197,81.83,114.7,4000.0,Hyundai,Petrol,Individual,Manual,Second Owner,5,630000
2008,60000,13.4,1794,125.0,16.1,4200.0,Toyota,Petrol,Individual,Manual,Second Owner,5,150000
2011,70000,23.57,1396,70.0,140.0,3000.0,Tata,Diesel,Individual,Manual,Second Owner,5,189000
2014,120000,23.4,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,580000
2009,153000,19.3,1248,81.86,153.0,2800.0,Fiat,Diesel,Individual,Manual,Second Owner,5,150000
2018,35000,24.3,1248,88.5,200.0,1750.0,Maruti,Diesel,Individual,Manual,First Owner,5,825000
2016,60000,14.1,2179,148.0,320.0,2700.0,Tata,Diesel,Individual,Manual,Second Owner,7,650000
2004,62000,13.0,1343,90.0,110.815145,4700.0,Honda,Petrol,Individual,Manual,Second Owner,5,50000
2011,120000,16.25,1198,73.9,110.0,3750.0,Skoda,Petrol,Individual,Manual,Second Owner,5,200000
2013,120000,15.42,1405,70.0,135.0,2500.0,Tata,Diesel,Individual,Manual,Third Owner,7,135000
2017,80000,22.54,1396,88.73,219.7,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,680000
2010,80000,20.92,998,67.1,90.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,240000
2014,147279,17.0,2200,139.01,321.0,2400.0,Force,Diesel,Individual,Manual,Second Owner,7,555000
2013,98000,20.5,1598,103.5,250.0,2500.0,Skoda,Diesel,Individual,Manual,First Owner,5,455000
2018,25000,28.4,1248,74.02,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,750000
2016,90000,26.59,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Automatic,First Owner,5,700000
2016,22000,21.9,624,37.48,51.0,4000.0,Tata,Petrol,Individual,Automatic,First Owner,4,220000
2014,120000,25.0,1396,69.0,140.0,3000.0,Tata,Diesel,Individual,Manual,First Owner,5,160000
2013,100000,22.1,1248,76.9,205.0,1750.0,Chevrolet,Diesel,Individual,Manual,Second Owner,5,225000
2008,120000,19.09,1396,69.0,135.0,2500.0,Tata,Diesel,Individual,Manual,Second Owner,5,140000
2014,70000,23.4,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,600000
2015,24700,16.0,2179,140.0,330.0,2800.0,Mahindra,Diesel,Individual,Manual,First Owner,7,1000000
2008,100000,18.0,995,62.0,90.3,4200.0,Chevrolet,Petrol,Individual,Manual,Third Owner,5,65000
2019,10000,20.89,1197,81.8,113.0,4200.0,Maruti,Petrol,Individual,Manual,First Owner,5,500000
2017,43526,16.0,2179,140.0,330.0,2800.0,Mahindra,Diesel,Dealer,Manual,First Owner,7,1150000
2012,55885,16.25,1198,75.0,110.0,3750.0,Skoda,Petrol,Dealer,Manual,First Owner,5,320000
2019,16034,21.7,1498,98.96,215.0,2500.0,Ford,Diesel,Dealer,Manual,First Owner,5,950000
2012,156040,20.0,1399,68.0,160.0,2000.0,Ford,Diesel,Dealer,Manual,First Owner,5,250000
2008,122000,18.48,1995,177.0,35.7,1750.0,BMW,Diesel,Individual,Automatic,Second Owner,5,1100000
2017,20000,27.39,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,First Owner,5,600000
2017,46000,22.0,1197,81.8,113.0,4200.0,Maruti,Petrol,Individual,Manual,First Owner,5,509999
2016,50000,15.41,1598,103.2,153.0,3800.0,Skoda,Petrol,Individual,Manual,Third Owner,5,395000
2018,5000,21.79,998,67.05,90.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,469000
2017,42000,24.7,796,47.3,69.0,3500.0,Maruti,Petrol,Individual,Manual,First Owner,5,250000
2011,68519,16.2,995,62.1,90.3,4200.0,Chevrolet,Petrol,Dealer,Manual,First Owner,5,130000
2019,30000,23.0,1498,98.96,205.0,3250.0,Ford,Diesel,Individual,Manual,First Owner,5,906000
2011,85000,20.0,1399,68.0,160.0,2000.0,Ford,Diesel,Individual,Manual,First Owner,5,160000
2010,100000,14.0,796,37.5,6.0,2500.0,Maruti,Petrol,Individual,Manual,Fourth & Above Owner,5,60000
2014,100000,19.1,1197,85.8,114.0,4000.0,Maruti,Petrol,Individual,Manual,Second Owner,5,400000
2018,22966,23.84,1199,84.48,113.0,3300.0,Tata,Petrol,Dealer,Manual,First Owner,5,450000
2014,80000,15.96,2523,62.1,195.0,2200.0,Mahindra,Diesel,Individual,Manual,Second Owner,7,465000
2012,80000,22.9,1248,74.0,190.0,2000.0,Maruti,Diesel,Individual,Manual,Second Owner,5,325000
2014,2350,21.1,814,55.2,74.5,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,250000
2011,50000,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,First Owner,5,175000
2010,58000,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,First Owner,5,175000
2006,80000,16.9,1497,100.0,13.5,4800.0,Honda,Petrol,Individual,Manual,Second Owner,5,150000
2018,60000,16.5,1493,70.0,195.0,2200.0,Mahindra,Diesel,Individual,Manual,First Owner,7,797000
2019,35000,18.6,1197,81.86,117.0,4000.0,Hyundai,Petrol,Individual,Manual,First Owner,5,800000
2019,59872,15.96,2523,62.1,195.0,2200.0,Mahindra,Diesel,Individual,Manual,First Owner,7,750000
2012,110000,19.7,796,46.3,62.0,3000.0,Maruti,Petrol,Individual,Manual,First Owner,5,160000
2016,91182,15.96,2523,62.1,195.0,2200.0,Mahindra,Diesel,Individual,Manual,First Owner,7,700000
2012,100000,21.27,1396,88.76,219.6,2750.0,Hyundai,Diesel,Individual,Manual,First Owner,5,400000
2002,80000,16.1,796,37.0,59.0,2500.0,Maruti,Petrol,Individual,Manual,First Owner,4,40000
2012,70000,21.12,1248,88.8,200.0,3000.0,Tata,Diesel,Individual,Manual,Third Owner,5,300000
2017,59500,23.1,998,67.04,90.0,3500.0,Maruti,Petrol,Individual,Manual,Second Owner,5,421000
2000,100000,1.8530000000000002,796,0.0,153.0,2800.0,Maruti,CNG,Individual,Manual,Second Owner,8,80000
